Id,BibNumber,RaceTime,EventId,SignUpId
3539,282,,15_5FR,4862
3540,244,,15_5HM,3585
3541,283,,15_5FR,3585
3542,284,,15_5FR,2542
3543,285,,15_5FR,4250
3544,245,,15_5HM,4922
3545,246,,15_5HM,4296
3546,286,,15_5FR,4296
3547,287,,15_5FR,2772
3548,247,,15_5HM,4122
3549,288,,15_5FR,2734
3550,289,,15_5FR,2315
3551,290,,15_5FR,3529
3552,291,,15_5FR,4579
3553,248,,15_5HM,4579
3554,249,,15_5HM,4695
3555,292,,15_5FR,4695
3556,250,,15_5HM,2835
3557,251,,15_5HM,3577
3558,78,,15_5FM,2811
3559,252,,15_5HM,2303
3560,293,,15_5FR,2303
3561,294,,15_5FR,2834
3562,253,,15_5HM,2834
3563,254,,15_5HM,2777
3564,79,,15_5FM,3478
3565,255,,15_5HM,3478
3566,80,,15_5FM,4004
3567,256,,15_5HM,4004
3568,81,,15_5FM,4011
3569,295,,15_5FR,3289
3570,257,,15_5HM,4477
3571,296,,15_5FR,3906
3572,258,,15_5HM,3906
3573,82,,15_5FM,4678
3574,83,,15_5FM,4314
3575,259,,15_5HM,3855
3576,297,,15_5FR,3855
3577,298,,15_5FR,4486
3578,260,,15_5HM,4486
3579,84,,15_5FM,4430
3580,261,,15_5HM,2692
3581,262,,15_5HM,5111
3582,85,,15_5FM,2773
3583,263,,15_5HM,2773
3584,86,,15_5FM,4431
3585,299,,15_5FR,4392
3586,264,,15_5HM,4392
3587,300,,15_5FR,2742
3588,301,,15_5FR,3337
3589,87,,15_5FM,4993
3590,302,,15_5FR,4841
3591,88,,15_5FM,3269
3592,265,,15_5HM,3269
3593,303,,15_5FR,3856
3594,266,,15_5HM,3212
3595,304,,15_5FR,3212
3596,267,,15_5HM,4198
3597,305,,15_5FR,4198
3598,306,,15_5FR,3226
3599,268,,15_5HM,3226
3600,269,,15_5HM,4304
3601,307,,15_5FR,4304
3602,89,,15_5FM,3271
3603,308,,15_5FR,2959
3604,270,,15_5HM,4300
3605,309,,15_5FR,4107
3606,271,,15_5HM,4107
3607,310,,15_5FR,5106
3608,272,,15_5HM,5106
3609,90,,15_5FM,3771
3610,311,,15_5FR,2814
3611,312,,15_5FR,3720
3612,91,,15_5FM,4728
3613,313,,15_5FR,2615
3614,314,,15_5FR,3802
3615,315,,15_5FR,4804
3616,316,,15_5FR,3174
3617,317,,15_5FR,2780
3618,318,,15_5FR,4118
3619,92,,15_5FM,4249
3620,273,,15_5HM,4448
3621,319,,15_5FR,4448
3622,274,,15_5HM,4245
3623,275,,15_5HM,4125
3624,320,,15_5FR,4125
3625,93,,15_5FM,4567
3626,276,,15_5HM,4567
3627,94,,15_5FM,4489
3628,321,,15_5FR,2820
3629,322,,15_5FR,3239
3630,277,,15_5HM,3239
3631,323,,15_5FR,4572
3632,324,,15_5FR,4119
3633,278,,15_5HM,3123
3634,325,,15_5FR,4212
3635,326,,15_5FR,4913
3636,279,,15_5HM,4913
3637,280,,15_5HM,5032
3638,327,,15_5FR,5032
3639,328,,15_5FR,3693
3640,95,,15_5FM,3136
3641,329,,15_5FR,4786
3642,281,,15_5HM,4786
3643,96,,15_5FM,4378
3644,330,,15_5FR,4428
3645,331,,15_5FR,3642
3646,332,,15_5FR,3484
3647,97,,15_5FM,3870
3648,282,,15_5HM,4929
3649,333,,15_5FR,4929
3650,334,,15_5FR,2974
3651,283,,15_5HM,2974
3652,284,,15_5HM,4395
3653,335,,15_5FR,4301
3654,285,,15_5HM,4301
3655,336,,15_5FR,3383
3656,337,,15_5FR,3579
3657,338,,15_5FR,3469
3658,286,,15_5HM,3469
3659,287,,15_5HM,4116
3660,98,,15_5FM,3765
3661,288,,15_5HM,4711
3662,339,,15_5FR,4782
3663,340,,15_5FR,3710
3664,341,,15_5FR,5005
3665,289,,15_5HM,5005
3666,342,,15_5FR,5009
3667,343,,15_5FR,2554
3668,344,,15_5FR,4013
3669,290,,15_5HM,4013
3670,345,,15_5FR,4777
3671,291,,15_5HM,4777
3672,99,,15_5FM,3612
3673,292,,15_5HM,3612
3674,293,,15_5HM,4916
3675,346,,15_5FR,4600
3676,294,,15_5HM,4600
3677,347,,15_5FR,5048
3678,295,,15_5HM,5048
3679,100,,15_5FM,3978
3680,348,,15_5FR,4349
3681,296,,15_5HM,4349
3682,349,,15_5FR,5082
3683,101,,15_5FM,3588
3684,350,,15_5FR,2933
3685,351,,15_5FR,4739
3686,352,,15_5FR,4783
3687,102,,15_5FM,3035
3688,353,,15_5FR,3000
3689,354,,15_5FR,4540
3690,297,,15_5HM,4540
3691,298,,15_5HM,3188
3692,355,,15_5FR,3780
3693,299,,15_5HM,2942
3694,356,,15_5FR,2486
3695,357,,15_5FR,2644
3696,300,,15_5HM,2644
3697,301,,15_5HM,2336
3698,358,,15_5FR,2336
3699,359,,15_5FR,3805
3700,360,,15_5FR,2557
3701,302,,15_5HM,2557
3702,303,,15_5HM,4081
3703,103,,15_5FM,3799
3704,304,,15_5HM,3799
3705,361,,15_5FR,3507
3706,305,,15_5HM,3507
3707,306,,15_5HM,4809
3708,362,,15_5FR,2799
3709,307,,15_5HM,2799
3710,363,,15_5FR,3558
3711,364,,15_5FR,2338
3712,308,,15_5HM,2338
3713,309,,15_5HM,5066
3714,365,,15_5FR,5066
3715,366,,15_5FR,4689
3716,367,,15_5FR,3253
3717,368,,15_5FR,3128
3718,104,,15_5FM,4542
3719,369,,15_5FR,3734
3720,310,,15_5HM,4801
3721,370,,15_5FR,4801
3722,371,,15_5FR,3548
3723,311,,15_5HM,3583
3724,372,,15_5FR,3583
3725,312,,15_5HM,3784
3726,373,,15_5FR,3784
3727,374,,15_5FR,2927
3728,375,,15_5FR,4906
3729,313,,15_5HM,4906
3730,376,,15_5FR,4105
3731,314,,15_5HM,4105
3732,377,,15_5FR,3203
3733,378,,15_5FR,3455
3734,379,,15_5FR,3717
3735,315,,15_5HM,2341
3736,105,,15_5FM,2310
3737,316,,15_5HM,2310
3738,380,,15_5FR,4403
3739,381,,15_5FR,4785
3740,317,,15_5HM,4785
3741,382,,15_5FR,4393
3742,318,,15_5HM,3051
3743,319,,15_5HM,2411
3744,383,,15_5FR,3964
3745,320,,15_5HM,2509
3746,321,,15_5HM,2346
3747,106,,15_5FM,2674
3748,322,,15_5HM,2674
3749,323,,15_5HM,3486
3750,324,,15_5HM,4152
3751,384,,15_5FR,4347
3752,325,,15_5HM,4347
3753,385,,15_5FR,4237
3754,386,,15_5FR,2861
3755,387,,15_5FR,3079
3756,326,,15_5HM,3079
3757,388,,15_5FR,2517
3758,389,,15_5FR,3575
3759,327,,15_5HM,2321
3760,390,,15_5FR,2321
3761,391,,15_5FR,5004
3762,328,,15_5HM,5004
3763,329,,15_5HM,4753
3764,392,,15_5FR,4753
3765,107,,15_5FM,3024
3766,330,,15_5HM,3024
3767,393,,15_5FR,2651
3768,394,,15_5FR,4517
3769,331,,15_5HM,4517
3770,395,,15_5FR,2333
3771,332,,15_5HM,2333
3772,396,,15_5FR,2470
3773,333,,15_5HM,2569
3774,108,,15_5FM,3184
3775,334,,15_5HM,3184
3776,397,,15_5FR,4981
3777,398,,15_5FR,3399
3778,399,,15_5FR,3531
3779,400,,15_5FR,5022
3780,109,,15_5FM,4638
3781,401,,15_5FR,3479
3782,335,,15_5HM,4381
3783,402,,15_5FR,3167
3784,336,,15_5HM,3324
3785,403,,15_5FR,3324
3786,404,,15_5FR,3053
3787,405,,15_5FR,2999
3788,110,,15_5FM,2911
3789,337,,15_5HM,2771
3790,338,,15_5HM,3810
3791,406,,15_5FR,4630
3792,111,,15_5FM,4697
3793,407,,15_5FR,4931
3794,339,,15_5HM,4422
3795,408,,15_5FR,3782
3796,340,,15_5HM,4533
3797,409,,15_5FR,4533
3798,112,,15_5FM,2749
3799,410,,15_5FR,3759
3800,341,,15_5HM,3759
3801,113,,15_5FM,3977
3802,411,,15_5FR,2437
3803,342,,15_5HM,4197
3804,412,,15_5FR,4197
3805,413,,15_5FR,4880
3806,343,,15_5HM,4880
3807,414,,15_5FR,4537
3808,415,,15_5FR,4275
3809,344,,15_5HM,4332
3810,416,,15_5FR,4332
3811,114,,15_5FM,2876
3812,115,,15_5FM,2668
3813,345,,15_5HM,3655
3814,417,,15_5FR,3655
3815,346,,15_5HM,4231
3816,347,,15_5HM,3676
3817,418,,15_5FR,3676
3818,419,,15_5FR,3616
3819,348,,15_5HM,3616
3820,349,,15_5HM,4269
3821,116,,15_5FM,4553
3822,420,,15_5FR,3923
3823,421,,15_5FR,4340
3824,422,,15_5FR,4847
3825,350,,15_5HM,4847
3826,423,,15_5FR,4328
3827,424,,15_5FR,3808
3828,117,,15_5FM,2319
3829,351,,15_5HM,2319
3830,425,,15_5FR,2577
3831,352,,15_5HM,3595
3832,426,,15_5FR,4925
3833,427,,15_5FR,3303
3834,353,,15_5HM,3303
3835,428,,15_5FR,4225
3836,429,,15_5FR,2324
3837,430,,15_5FR,2838
3838,431,,15_5FR,3825
3839,118,,15_5FM,2302
3840,119,,15_5FM,3349
3841,354,,15_5HM,3349
3842,432,,15_5FR,3007
3843,355,,15_5HM,3007
3844,356,,15_5HM,4472
3845,120,,15_5FM,2530
3846,357,,15_5HM,2530
3847,433,,15_5FR,2401
3848,434,,15_5FR,5021
3849,121,,15_5FM,4824
3850,358,,15_5HM,4357
3851,435,,15_5FR,4357
3852,122,,15_5FM,3143
3853,359,,15_5HM,2739
3854,123,,15_5FM,2783
3855,124,,15_5FM,4098
3856,125,,15_5FM,3704
3857,360,,15_5HM,3976
3858,436,,15_5FR,3976
3859,437,,15_5FR,2972
3860,126,,15_5FM,3824
3861,361,,15_5HM,3322
3862,438,,15_5FR,3207
3863,362,,15_5HM,3207
3864,363,,15_5HM,4006
3865,127,,15_5FM,4814
3866,364,,15_5HM,4814
3867,365,,15_5HM,2890
3868,439,,15_5FR,2890
3869,128,,15_5FM,3547
3870,366,,15_5HM,3547
3871,367,,15_5HM,4612
3872,440,,15_5FR,4612
3873,368,,15_5HM,3182
3874,441,,15_5FR,3182
3875,442,,15_5FR,2817
3876,369,,15_5HM,2546
3877,443,,15_5FR,3527
3878,370,,15_5HM,4649
3879,444,,15_5FR,3101
3880,129,,15_5FM,3659
3881,445,,15_5FR,3787
3882,371,,15_5HM,3787
3883,372,,15_5HM,2884
3884,446,,15_5FR,4666
3885,130,,15_5FM,4871
3886,373,,15_5HM,4871
3887,131,,15_5FM,4969
3888,374,,15_5HM,4927
3889,447,,15_5FR,4927
3890,448,,15_5FR,3941
3891,449,,15_5FR,4049
3892,450,,15_5FR,2480
3893,451,,15_5FR,4758
3894,375,,15_5HM,3503
3895,452,,15_5FR,4685
3896,453,,15_5FR,2533
3897,376,,15_5HM,2533
3898,454,,15_5FR,3280
3899,132,,15_5FM,2523
3900,377,,15_5HM,2523
3901,455,,15_5FR,3295
3902,456,,15_5FR,5027
3903,378,,15_5HM,5027
3904,457,,15_5FR,3244
3905,379,,15_5HM,3244
3906,133,,15_5FM,4853
3907,380,,15_5HM,4654
3908,458,,15_5FR,2932
3909,381,,15_5HM,4031
3910,382,,15_5HM,2656
3911,383,,15_5HM,3672
3912,134,,15_5FM,5088
3913,459,,15_5FR,3413
3914,384,,15_5HM,2833
3915,385,,15_5HM,4643
3916,460,,15_5FR,4288
3917,386,,15_5HM,4288
3918,387,,15_5HM,3027
3919,461,,15_5FR,2403
3920,462,,15_5FR,3666
3921,463,,15_5FR,3068
3922,388,,15_5HM,3068
3923,464,,15_5FR,4938
3924,465,,15_5FR,3374
3925,466,,15_5FR,2334
3926,389,,15_5HM,2334
3927,467,,15_5FR,2673
3928,390,,15_5HM,4344
3929,135,,15_5FM,4076
3930,468,,15_5FR,4665
3931,391,,15_5HM,5045
3932,392,,15_5HM,2648
3933,469,,15_5FR,2648
3934,136,,15_5FM,2910
3935,393,,15_5HM,2445
3936,470,,15_5FR,2445
3937,394,,15_5HM,4382
3938,471,,15_5FR,3974
3939,472,,15_5FR,3356
3940,473,,15_5FR,2913
3941,474,,15_5FR,4583
3942,395,,15_5HM,2575
3943,396,,15_5HM,2543
3944,475,,15_5FR,2339
3945,397,,15_5HM,3118
3946,398,,15_5HM,2985
3947,476,,15_5FR,3953
3948,399,,15_5HM,3953
3949,477,,15_5FR,2672
3950,478,,15_5FR,5073
3951,400,,15_5HM,5073
3952,479,,15_5FR,3708
3953,480,,15_5FR,3534
3954,401,,15_5HM,3534
3955,402,,15_5HM,3798
3956,403,,15_5HM,4737
3957,404,,15_5HM,3895
3958,405,,15_5HM,3540
3959,481,,15_5FR,4396
3960,406,,15_5HM,4396
3961,407,,15_5HM,3380
3962,482,,15_5FR,3380
3963,483,,15_5FR,3618
3964,408,,15_5HM,2760
3965,137,,15_5FM,4505
3966,409,,15_5HM,4320
3967,484,,15_5FR,4490
3968,410,,15_5HM,4490
3969,138,,15_5FM,3104
3970,411,,15_5HM,3104
3971,485,,15_5FR,2475
3972,486,,15_5FR,2984
3973,487,,15_5FR,4625
3974,139,,15_5FM,2372
3975,488,,15_5FR,2854
3976,412,,15_5HM,3913
3977,489,,15_5FR,3144
3978,413,,15_5HM,4751
3979,490,,15_5FR,4682
3980,491,,15_5FR,4387
3981,492,,15_5FR,2945
3982,414,,15_5HM,3396
3983,493,,15_5FR,3396
3984,415,,15_5HM,4038
3985,494,,15_5FR,2538
3986,140,,15_5FM,4418
3987,141,,15_5FM,4453
3988,416,,15_5HM,3904
3989,495,,15_5FR,3904
3990,142,,15_5FM,2690
3991,496,,15_5FR,3874
3992,497,,15_5FR,3246
3993,143,,15_5FM,3813
3994,498,,15_5FR,4886
3995,499,,15_5FR,3346
3996,417,,15_5HM,3346
3997,418,,15_5HM,3018
3998,500,,15_5FR,4762
3999,501,,15_5FR,3414
4000,419,,15_5HM,4070
4001,144,,15_5FM,2383
4002,502,,15_5FR,4962
4003,503,,15_5FR,2863
4004,504,,15_5FR,3121
4005,420,,15_5HM,3121
4006,505,,15_5FR,4631
4007,421,,15_5HM,4631
4008,145,,15_5FM,3903
4009,422,,15_5HM,3582
4010,506,,15_5FR,4702
4011,423,,15_5HM,3402
4012,507,,15_5FR,3402
4013,424,,15_5HM,4543
4014,508,,15_5FR,4077
4015,425,,15_5HM,4545
4016,509,,15_5FR,4359
4017,426,,15_5HM,4359
4018,146,,15_5FM,2421
4019,427,,15_5HM,2421
4020,428,,15_5HM,4242
4021,510,,15_5FR,4166
4022,511,,15_5FR,2733
4023,512,,15_5FR,4179
4024,513,,15_5FR,3601
4025,514,,15_5FR,4380
4026,429,,15_5HM,4380
4027,430,,15_5HM,4547
4028,515,,15_5FR,4780
4029,516,,15_5FR,2806
4030,147,,15_5FM,4051
4031,431,,15_5HM,4051
4032,432,,15_5HM,2558
4033,517,,15_5FR,2558
4034,433,,15_5HM,3890
4035,518,,15_5FR,2532
4036,434,,15_5HM,4273
4037,519,,15_5FR,2484
4038,435,,15_5HM,2484
4039,436,,15_5HM,2824
4040,520,,15_5FR,2824
4041,437,,15_5HM,3859
4042,521,,15_5FR,3859
4043,148,,15_5FM,2744
4044,522,,15_5FR,2610
4045,149,,15_5FM,5104
4046,523,,15_5FR,4423
4047,524,,15_5FR,4718
4048,438,,15_5HM,4444
4049,439,,15_5HM,2825
4050,525,,15_5FR,4108
4051,440,,15_5HM,4108
4052,526,,15_5FR,2788
4053,527,,15_5FR,3896
4054,150,,15_5FM,4892
4055,151,,15_5FM,2709
4056,441,,15_5HM,2709
4057,528,,15_5FR,3297
4058,442,,15_5HM,3297
4059,152,,15_5FM,3436
4060,153,,15_5FM,3915
4061,529,,15_5FR,3406
4062,443,,15_5HM,3406
4063,530,,15_5FR,3609
4064,444,,15_5HM,3609
4065,531,,15_5FR,4991
4066,445,,15_5HM,4991
4067,154,,15_5FM,2328
4068,532,,15_5FR,2463
4069,533,,15_5FR,4048
4070,446,,15_5HM,4048
4071,155,,15_5FM,4299
4072,534,,15_5FR,3160
4073,447,,15_5HM,3102
4074,156,,15_5FM,2574
4075,535,,15_5FR,3127
4076,448,,15_5HM,3127
4077,157,,15_5FM,3350
4078,536,,15_5FR,3960
4079,537,,15_5FR,2768
4080,449,,15_5HM,2768
4081,538,,15_5FR,3409
4082,158,,15_5FM,4241
4083,450,,15_5HM,4386
4084,539,,15_5FR,3099
4085,451,,15_5HM,3099
4086,452,,15_5HM,2785
4087,159,,15_5FM,3517
4088,540,,15_5FR,3744
4089,453,,15_5HM,3744
4090,541,,15_5FR,4246
4091,542,,15_5FR,4421
4092,543,,15_5FR,2931
4093,544,,15_5FR,4864
4094,545,,15_5FR,4907
4095,454,,15_5HM,4907
4096,546,,15_5FR,4958
4097,547,,15_5FR,3525
4098,455,,15_5HM,3525
4099,548,,15_5FR,4476
4100,549,,15_5FR,4243
4101,550,,15_5FR,4257
4102,456,,15_5HM,4257
4103,551,,15_5FR,3205
4104,457,,15_5HM,2435
4105,552,,15_5FR,2435
4106,160,,15_5FM,4371
4107,458,,15_5HM,4870
4108,553,,15_5FR,2781
4109,459,,15_5HM,2781
4110,554,,15_5FR,4912
4111,161,,15_5FM,3072
4112,460,,15_5HM,2512
4113,162,,15_5FM,3778
4114,163,,15_5FM,4936
4115,461,,15_5HM,2477
4116,462,,15_5HM,4315
4117,555,,15_5FR,4315
4118,556,,15_5FR,4675
4119,463,,15_5HM,4675
4120,557,,15_5FR,3472
4121,558,,15_5FR,4530
4122,559,,15_5FR,2935
4123,464,,15_5HM,2935
4124,465,,15_5HM,3735
4125,466,,15_5HM,2661
4126,560,,15_5FR,2885
4127,467,,15_5HM,2885
4128,561,,15_5FR,3912
4129,468,,15_5HM,3157
4130,469,,15_5HM,3258
4131,562,,15_5FR,3258
4132,470,,15_5HM,4479
4133,164,,15_5FM,4640
4134,563,,15_5FR,3901
4135,471,,15_5HM,3901
4136,564,,15_5FR,4123
4137,565,,15_5FR,4591
4138,566,,15_5FR,4298
4139,567,,15_5FR,3837
4140,568,,15_5FR,3971
4141,472,,15_5HM,3971
4142,473,,15_5HM,3897
4143,569,,15_5FR,3713
4144,165,,15_5FM,3852
4145,474,,15_5HM,3852
4146,166,,15_5FM,3545
4147,475,,15_5HM,3936
4148,570,,15_5FR,3936
4149,476,,15_5HM,2478
4150,571,,15_5FR,2478
4151,572,,15_5FR,4133
4152,477,,15_5HM,4133
4153,478,,15_5HM,5100
4154,573,,15_5FR,4360
4155,479,,15_5HM,4360
4156,480,,15_5HM,3613
4157,481,,15_5HM,2356
4158,574,,15_5FR,2356
4159,167,,15_5FM,2981
4160,482,,15_5HM,2981
4161,575,,15_5FR,3604
4162,483,,15_5HM,2759
4163,576,,15_5FR,2759
4164,168,,15_5FM,2641
4165,484,,15_5HM,2641
4166,577,,15_5FR,3320
4167,485,,15_5HM,3320
4168,578,,15_5FR,4460
4169,579,,15_5FR,4499
4170,169,,15_5FM,2901
4171,580,,15_5FR,3559
4172,486,,15_5HM,2400
4173,581,,15_5FR,2400
4174,487,,15_5HM,2505
4175,582,,15_5FR,3916
4176,488,,15_5HM,3916
4177,583,,15_5FR,4217
4178,584,,15_5FR,4493
4179,585,,15_5FR,3790
4180,489,,15_5HM,3790
4181,586,,15_5FR,2632
4182,490,,15_5HM,2784
4183,587,,15_5FR,3050
4184,491,,15_5HM,3050
4185,170,,15_5FM,2717
4186,588,,15_5FR,4234
4187,589,,15_5FR,3591
4188,590,,15_5FR,4176
4189,591,,15_5FR,4473
4190,492,,15_5HM,4473
4191,592,,15_5FR,3098
4192,493,,15_5HM,2966
4193,593,,15_5FR,2991
4194,594,,15_5FR,3965
4195,494,,15_5HM,3965
4196,495,,15_5HM,3245
4197,496,,15_5HM,4899
4198,497,,15_5HM,4132
4199,595,,15_5FR,4827
4200,171,,15_5FM,2331
4201,596,,15_5FR,2774
4202,597,,15_5FR,3054
4203,498,,15_5HM,3831
4204,598,,15_5FR,3707
4205,599,,15_5FR,3148
4206,499,,15_5HM,4248
4207,600,,15_5FR,3785
4208,500,,15_5HM,3785
4209,501,,15_5HM,4190
4210,601,,15_5FR,4671
4211,602,,15_5FR,4566
4212,502,,15_5HM,4566
4213,503,,15_5HM,4644
4214,603,,15_5FR,4644
4215,504,,15_5HM,2980
4216,604,,15_5FR,4390
4217,505,,15_5HM,4390
4218,506,,15_5HM,3130
4219,605,,15_5FR,3130
4220,606,,15_5FR,4277
4221,507,,15_5HM,4277
4222,607,,15_5FR,4717
4223,508,,15_5HM,4717
4224,509,,15_5HM,2398
4225,608,,15_5FR,2398
4226,510,,15_5HM,4760
4227,609,,15_5FR,4760
4228,610,,15_5FR,4009
4229,511,,15_5HM,4009
4230,512,,15_5HM,2845
4231,611,,15_5FR,2845
4232,513,,15_5HM,3225
4233,612,,15_5FR,2903
4234,613,,15_5FR,2347
4235,172,,15_5FM,4795
4236,514,,15_5HM,4795
4237,515,,15_5HM,5060
4238,614,,15_5FR,5060
4239,615,,15_5FR,2699
4240,516,,15_5HM,2699
4241,616,,15_5FR,3022
4242,173,,15_5FM,3048
4243,617,,15_5FR,2307
4244,517,,15_5HM,4419
4245,618,,15_5FR,4419
4246,619,,15_5FR,3460
4247,518,,15_5HM,3460
4248,620,,15_5FR,4618
4249,519,,15_5HM,2716
4250,621,,15_5FR,2716
4251,520,,15_5HM,2874
4252,622,,15_5FR,2616
4253,623,,15_5FR,3576
4254,521,,15_5HM,3576
4255,522,,15_5HM,2866
4256,174,,15_5FM,4903
4257,624,,15_5FR,5081
4258,625,,15_5FR,3944
4259,523,,15_5HM,2915
4260,524,,15_5HM,3557
4261,626,,15_5FR,3867
4262,627,,15_5FR,3199
4263,525,,15_5HM,3227
4264,628,,15_5FR,4634
4265,629,,15_5FR,2761
4266,526,,15_5HM,3171
4267,630,,15_5FR,3171
4268,631,,15_5FR,3284
4269,527,,15_5HM,3657
4270,632,,15_5FR,3657
4271,633,,15_5FR,3509
4272,528,,15_5HM,3509
4273,634,,15_5FR,4053
4274,529,,15_5HM,4053
4275,635,,15_5FR,3783
4276,530,,15_5HM,4812
4277,636,,15_5FR,3487
4278,175,,15_5FM,4734
4279,637,,15_5FR,4415
4280,638,,15_5FR,2448
4281,176,,15_5FM,3335
4282,639,,15_5FR,4220
4283,531,,15_5HM,4220
4284,640,,15_5FR,3518
4285,532,,15_5HM,5038
4286,533,,15_5HM,3140
4287,641,,15_5FR,3140
4288,642,,15_5FR,3955
4289,534,,15_5HM,4585
4290,177,,15_5FM,3311
4291,643,,15_5FR,3216
4292,535,,15_5HM,3216
4293,536,,15_5HM,4743
4294,178,,15_5FM,3985
4295,537,,15_5HM,4932
4296,644,,15_5FR,4932
4297,645,,15_5FR,4648
4298,538,,15_5HM,4648
4299,539,,15_5HM,3057
4300,540,,15_5HM,2877
4301,646,,15_5FR,3449
4302,541,,15_5HM,3449
4303,647,,15_5FR,4741
4304,542,,15_5HM,4741
4305,648,,15_5FR,4713
4306,543,,15_5HM,2918
4307,649,,15_5FR,3832
4308,179,,15_5FM,5065
4309,650,,15_5FR,2586
4310,651,,15_5FR,2305
4311,652,,15_5FR,4222
4312,180,,15_5FM,2474
4313,181,,15_5FM,3751
4314,544,,15_5HM,3156
4315,182,,15_5FM,4803
4316,653,,15_5FR,2635
4317,654,,15_5FR,4622
4318,545,,15_5HM,4622
4319,183,,15_5FM,2705
4320,655,,15_5FR,3058
4321,546,,15_5HM,3058
4322,656,,15_5FR,4731
4323,184,,15_5FM,3961
4324,547,,15_5HM,3961
4325,657,,15_5FR,3714
4326,548,,15_5HM,3714
4327,658,,15_5FR,2535
4328,659,,15_5FR,2391
4329,660,,15_5FR,4437
4330,549,,15_5HM,4437
4331,550,,15_5HM,2798
4332,661,,15_5FR,5101
4333,662,,15_5FR,4293
4334,663,,15_5FR,4923
4335,551,,15_5HM,3039
4336,185,,15_5FM,3868
4337,552,,15_5HM,3868
4338,664,,15_5FR,4399
4339,665,,15_5FR,4183
4340,666,,15_5FR,2881
4341,553,,15_5HM,2881
4342,667,,15_5FR,3376
4343,554,,15_5HM,3376
4344,555,,15_5HM,4154
4345,186,,15_5FM,2973
4346,668,,15_5FR,4512
4347,669,,15_5FR,4056
4348,556,,15_5HM,4056
4349,670,,15_5FR,3235
4350,557,,15_5HM,4508
4351,558,,15_5HM,5067
4352,559,,15_5HM,2643
4353,671,,15_5FR,3840
4354,560,,15_5HM,3840
4355,187,,15_5FM,2778
4356,561,,15_5HM,4041
4357,672,,15_5FR,2926
4358,562,,15_5HM,2849
4359,673,,15_5FR,2849
4360,188,,15_5FM,3283
4361,563,,15_5HM,3283
4362,674,,15_5FR,4950
4363,564,,15_5HM,3228
4364,675,,15_5FR,3228
4365,565,,15_5HM,2322
4366,676,,15_5FR,3471
4367,677,,15_5FR,4858
4368,189,,15_5FM,3196
4369,678,,15_5FR,4228
4370,566,,15_5HM,4228
4371,679,,15_5FR,3142
4372,190,,15_5FM,3593
4373,680,,15_5FR,4341
4374,567,,15_5HM,4759
4375,681,,15_5FR,4759
4376,682,,15_5FR,4272
4377,191,,15_5FM,4641
4378,568,,15_5HM,4641
4379,683,,15_5FR,3541
4380,684,,15_5FR,3869
4381,685,,15_5FR,4884
4382,569,,15_5HM,3065
4383,192,,15_5FM,4726
4384,193,,15_5FM,2485
4385,570,,15_5HM,2485
4386,686,,15_5FR,4163
4387,687,,15_5FR,5023
4388,194,,15_5FM,4595
4389,195,,15_5FM,3777
4390,571,,15_5HM,3777
4391,196,,15_5FM,4358
4392,572,,15_5HM,4358
4393,688,,15_5FR,3161
4394,197,,15_5FM,3498
4395,689,,15_5FR,3307
4396,573,,15_5HM,2378
4397,690,,15_5FR,5030
4398,574,,15_5HM,5030
4399,691,,15_5FR,2994
4400,198,,15_5FM,3179
4401,575,,15_5HM,3405
4402,692,,15_5FR,2617
4403,693,,15_5FR,3440
4404,694,,15_5FR,3695
4405,695,,15_5FR,4724
4406,576,,15_5HM,2377
4407,696,,15_5FR,2377
4408,697,,15_5FR,3719
4409,577,,15_5HM,3719
4410,199,,15_5FM,3664
4411,698,,15_5FR,2438
4412,699,,15_5FR,2364
4413,200,,15_5FM,4861
4414,700,,15_5FR,3394
4415,701,,15_5FR,4206
4416,702,,15_5FR,2370
4417,578,,15_5HM,2748
4418,703,,15_5FR,5052
4419,579,,15_5HM,5052
4420,704,,15_5FR,2428
4421,580,,15_5HM,2428
4422,705,,15_5FR,3400
4423,581,,15_5HM,3400
4424,706,,15_5FR,4042
4425,707,,15_5FR,4696
4426,201,,15_5FM,3543
4427,708,,15_5FR,2462
4428,582,,15_5HM,4707
4429,709,,15_5FR,2537
4430,710,,15_5FR,3378
4431,583,,15_5HM,2879
4432,711,,15_5FR,2396
4433,712,,15_5FR,3578
4434,584,,15_5HM,3578
4435,713,,15_5FR,4698
4436,714,,15_5FR,2386
4437,585,,15_5HM,2455
4438,715,,15_5FR,4353
4439,586,,15_5HM,4855
4440,716,,15_5FR,2867
4441,587,,15_5HM,2867
4442,717,,15_5FR,4468
4443,718,,15_5FR,2830
4444,719,,15_5FR,4439
4445,720,,15_5FR,5050
4446,721,,15_5FR,3261
4447,722,,15_5FR,2916
4448,588,,15_5HM,5064
4449,589,,15_5HM,2488
4450,723,,15_5FR,4948
4451,590,,15_5HM,4948
4452,591,,15_5HM,5031
4453,592,,15_5HM,4891
4454,724,,15_5FR,3020
4455,593,,15_5HM,3513
4456,725,,15_5FR,3513
4457,202,,15_5FM,4787
4458,203,,15_5FM,3943
4459,204,,15_5FM,3610
4460,594,,15_5HM,3610
4461,726,,15_5FR,3003
4462,595,,15_5HM,3003
4463,727,,15_5FR,3898
4464,596,,15_5HM,3898
4465,728,,15_5FR,3467
4466,729,,15_5FR,5103
4467,597,,15_5HM,5103
4468,730,,15_5FR,2351
4469,205,,15_5FM,2326
